"Median_house_value","Median_household_income","Mean_household_income","POPULATION","Total_units","Vacant_units","Owners","Median_rooms","Mean_household_size_owners","Mean_household_size_renters","LATITUDE","LONGITUDE"
171800,45905,52016,5003,1366,17,69.2,5.1,3.7,4,37.726218,-120.927676
296700,77354,84350,10095,3364,235,84.5,6.5,3.31,3.31,37.721522,-120.946231
247100,59286,83024,4317,1606,166,79.4,6.3,2.91,2.93,37.694999,-120.966807
245500,51563,64106,5564,2217,137,66.6,5.7,2.56,2.64,37.694555,-120.98551
325300,83051,124108,7165,2600,113,75.8,5.8,3.12,2.71,37.72299,-121.062324
191800,56223,62943,4930,1926,182,48.4,4.7,2.92,2.66,37.696561,-121.057324
361800,68822,101419,8692,3184,217,69.8,6.6,3.3,2.57,37.696934,-121.035762
270700,62279,75892,4895,1801,191,51.4,5.6,3.14,3.46,37.694776,-121.020518
204100,39911,61291,4295,1914,110,53.4,4.7,2.31,2.63,37.693005,-121.003827
220300,66235,73137,8480,2739,117,77,6,3.23,4.41,37.702054,-121.087084
264700,70923,73559,4647,1529,72,76.9,5.9,3.2,3.74,37.655741,-121.046709
232400,65912,65114,2953,944,39,66.9,5.6,3.08,2.81,37.652327,-121.036079
230000,56557,74771,6216,2696,322,68.6,5.7,2.59,2.12,37.679988,-121.003921
85700,35256,42349,4789,1674,228,53,4.9,2.46,3.36,37.678042,-121.038434
177200,53400,59819,6188,2124,164,60.2,5.5,2.87,3.47,37.676943,-121.02187
214300,47780,64536,4231,1617,68,51,5.2,2.84,2.41,37.685376,-121.022553
197200,50732,60231,3694,1669,132,27.5,4.1,2.55,2.07,37.685759,-121.041439
289300,64665,79485,6102,2206,157,70.1,5.9,2.93,2.82,37.660667,-120.94819
242700,51250,77630,5810,2409,191,66.2,5.6,2.61,2.52,37.661468,-120.929959
290500,67689,112255,3200,1312,55,76.7,6.5,2.54,2.03,37.683687,-120.984971
268300,52663,66312,5093,2030,185,48,5.4,2.61,3.24,37.68332,-120.968356
194200,44142,50980,4402,1816,76,50.3,5,3.05,2.38,37.673547,-120.984345
157300,40414,45763,6585,2437,103,38,4.6,2.78,2.74,37.673055,-120.967046
220000,66667,70578,4815,1833,69,54.7,5.2,3.25,2.43,37.672646,-120.951813
283400,80934,94662,17129,5274,277,76.3,6.6,3.52,3.11,37.679444,-120.937952
208400,44629,61932,6042,2653,142,53.9,5.2,2.36,2.09,37.659293,-120.966591
166300,36156,53743,3153,1417,136,44.8,4.7,2.26,2.39,37.654966,-120.979017
191300,33971,53957,3899,1645,179,31.6,4.5,2.75,2.84,37.662482,-120.987563
209300,44338,59162,3623,1734,163,42.1,4.8,2.56,2.37,37.649496,-120.993918
297900,64167,84155,5778,2610,302,71.7,5.9,2.28,2.19,37.660942,-121.003625
190100,32699,42406,6430,2472,0,45.5,4.7,2.34,3.16,37.663943,-121.019657
177000,36374,48297,6551,2205,176,68.6,5.1,3,3.73,37.63465,-121.027032
124100,28131,41995,4803,1339,149,54.5,5,4.28,3.77,37.627995,-121.016074
100000,35246,44701,5706,1729,104,46.2,4.8,3.61,3.96,37.616998,-121.025699
123500,19646,32611,3861,1002,101,34.6,5,4.59,4.17,37.617102,-121.01689
154700,30550,33990,2589,831,94,36.9,4.2,3.89,3.58,37.635318,-121.008618
166500,16913,29210,2196,979,142,12.9,3.2,2.28,1.62,37.640833,-120.991413
233200,41919,57682,5257,2255,176,62.2,5.2,2.21,2.52,37.643309,-120.968507
170100,32265,41701,4527,1524,157,56,5.1,3.12,3.15,37.642999,-120.903799
152400,39613,49217,6022,2186,289,53.9,4.8,2.46,4.15,37.64329,-120.94786
183400,49593,63116,3631,1182,99,57.3,5.2,3.68,3.17,37.643956,-120.934614
222100,60602,71709,4458,1324,175,69,5.9,3.39,3.47,37.645022,-120.925464
140400,19398,29568,4165,1298,265,28.2,4.2,3.67,3.39,37.631371,-120.971593
155300,23220,29772,6223,1879,213,41,4.5,3.33,3.31,37.623562,-121.006239
140300,32253,41594,7841,2073,190,49.4,5.1,3.95,4.29,37.60855,-121.00509
116400,22227,33711,4010,1278,117,45.8,4.6,3.56,3.06,37.619478,-120.9803
155800,49018,61548,3567,889,53,60.3,5.5,4.31,4.24,37.597119,-121.002657
119600,30305,37321,5559,1378,111,53.7,4.6,3.58,4.17,37.602595,-121.003373
200600,50859,55199,7036,1771,135,69.5,6,3.79,3.49,37.592423,-120.98127
115400,28083,34626,4368,1446,246,45.7,4.7,2.68,3.22,37.584767,-120.959459
248600,62182,67009,4422,1291,27,71.7,5.9,3.34,4.53,37.58681,-120.970393
138100,32083,42327,4561,1641,74,44.1,4.8,3,2.64,37.589125,-120.945034
202900,58780,67186,2906,1014,43,74.4,5.8,3.13,2.92,37.602717,-120.952193
176000,30354,35281,4681,1427,71,26.2,4.4,3.29,3.08,37.602837,-120.963265
140700,37674,47721,3855,1293,13,76.4,5.5,2.73,4.34,37.601267,-120.94216
205500,58077,71434,3811,1297,41,88.7,6.1,2.81,3.54,37.614268,-120.948669
193200,51250,67279,6940,2138,125,52.3,5.1,3.89,3.54,37.615564,-120.967795
216200,60909,67147,5624,1797,77,70.5,5.3,3.39,3.44,37.647037,-120.748212
244500,51625,60711,6310,2112,213,75.9,5.3,3.27,2.94,37.644688,-120.797314
209900,56317,68239,2866,1140,95,86.5,5.4,2.5,3.67,37.663321,-120.916111
455000,60917,80921,4764,1721,163,71.3,5.9,2.54,3.39,37.588786,-120.784019
227800,48313,62902,7609,2349,98,67.2,5.4,3.19,2.86,37.60108,-120.865482
273100,69798,81212,9397,2788,223,78.4,6.4,3.86,3.89,37.599567,-120.928237
137500,35638,44104,6818,2252,129,67.9,5.1,3.25,3.36,37.561103,-120.924198
409400,39866,68320,4000,1351,126,54.1,5.2,2.68,4.22,37.563115,-121.042726
146300,42778,51962,5055,1543,183,61.8,5.4,3.48,3.85,37.477661,-121.125313
226900,67928,77805,16007,4892,635,69.2,6.6,3.21,4.16,37.468713,-121.145048
281800,58947,72306,5077,1824,196,65.2,6.1,3.24,4.04,37.505052,-121.173834
307000,39167,66505,1601,670,106,44.7,5.1,1.92,3.83,37.373271,-121.052292
171700,48450,59821,10720,3524,376,66.5,5.7,3.42,3.03,37.315719,-121.021912
384400,41750,70322,3952,1418,94,48.9,5.4,2.7,3.59,37.498736,-120.940814
320000,71188,87725,8092,2743,24,83.2,6.3,3.06,3.13,37.520575,-120.801786
270300,48808,59781,8007,2854,94,46.5,5,3.21,2.44,37.525899,-120.85653
278700,89461,91528,10838,3482,199,79.5,6.7,3.44,3.3,37.532855,-120.856812
196100,46372,58377,4796,1417,76,59.8,5.3,3.55,3.53,37.470503,-120.856355
155900,30115,40208,5860,1682,210,38.7,4.4,3.96,3.56,37.486735,-120.855574
135300,44215,49412,3004,823,96,64,4.9,3.58,3.55,37.482771,-120.841264
158200,39167,51750,6450,2223,215,51.7,4.9,2.87,3.44,37.499384,-120.863332
196000,54053,58282,2667,966,123,30.6,4.6,3.21,3.11,37.511936,-120.871369
200400,36282,47341,4374,1836,122,45.5,4.7,3.11,2.13,37.492028,-120.834997
271400,73992,84511,3871,1517,88,81.8,6,2.54,2.4,37.499865,-120.824098
152200,25841,35783,4880,1991,304,14.3,4.1,2.32,2.55,37.504826,-120.841887
310700,65732,80598,7460,2832,163,65.5,5.7,2.68,2.57,37.514742,-120.835965
34300,34643,41579,2226,1082,66,27.6,4.2,1.81,2.53,37.506831,-120.854699
189300,50323,56793,5980,2354,123,56.3,5.2,2.69,2.35,37.516579,-120.859343
390700,61994,77433,3822,1421,153,58.2,6.1,2.7,2.5,37.663475,-121.105417
248600,39146,51787,6438,2404,138,43,4.7,3.05,2.62,39.157854,-121.628829
156200,31217,41177,4559,1968,191,32.1,4.8,3.02,2.53,39.148021,-121.623696
177300,29940,39771,3249,1351,116,29.5,4.5,2.56,2.93,39.133034,-121.627721
120000,27639,34023,4037,1750,230,23.6,4.3,2.04,2.47,39.134827,-121.615358
238600,51611,75201,2403,1054,45,59.3,6,2.72,2.23,39.118469,-121.628865
153200,41612,45508,6071,2071,148,42.3,4.8,3.24,3.62,39.12338,-121.615755
221600,56061,76198,4783,1681,0,64.9,5.8,2.7,3.56,39.107764,-121.624389
238100,67440,66772,3970,1323,68,80.7,6.5,2.67,2.28,39.093568,-121.621855
197400,69598,72159,3585,1078,78,82.7,6.5,3.08,3.6,39.098393,-121.607749
241600,46250,61642,6182,1996,144,47.4,5.1,3.64,3.05,39.131727,-121.652511
236900,62066,76097,6966,2013,70,75.5,6.1,3,3.72,39.120132,-121.648599
237200,66831,81249,7163,2251,86,89.9,6,3.12,4.66,39.102596,-121.649902
287100,75040,77550,6029,2134,112,75.7,6.1,2.82,3.58,39.150758,-121.675773
289500,58074,79294,4528,1905,195,86.7,6.3,2.66,1.75,39.160145,-121.64701
278300,57813,76357,4178,1763,50,57.5,5.7,2.77,2.31,39.155939,-121.640207
170000,43783,62290,4358,1320,89,53.3,5.3,3.1,3.41,39.278003,-121.659802
220600,44522,55618,6205,1827,30,63,5.5,3.05,3.62,39.262512,-121.670142
230800,68371,79016,3460,1357,40,82.3,5.6,2.44,3,39.168047,-121.75749
275900,52039,68629,1561,612,67,67,5.5,2.75,2.81,38.983569,-121.797772
281100,51204,67216,2461,870,84,68.8,5.7,2.8,4.56,39.049116,-121.658519
396400,73603,91271,2551,1027,106,66.4,5.6,2.72,3.17,38.884836,-121.522212
214000,40199,58826,4699,2569,748,74.7,4.7,2.36,2.6,40.178123,-122.060137
243800,48070,66813,7705,3162,307,79.1,5.4,2.61,3.07,40.34085,-122.296673
170200,37433,54733,4515,2049,253,79.1,5,2.32,3.14,40.051423,-122.39279
271900,60083,75826,5508,2225,114,88.5,5.9,2.53,2.27,40.223448,-122.285536
215100,34159,45883,5507,2509,199,42,5,2.31,2.31,40.181237,-122.245911
169100,33359,43943,5213,2585,228,58,4.7,1.99,2.34,40.188056,-122.212291
174300,31997,44474,7828,3187,243,43.1,4.8,2.68,2.78,40.161972,-122.239877
159700,36359,51496,4112,1559,141,65.1,5,2.8,2.8,40.068889,-122.183396
205300,35019,50072,3678,1628,123,60.2,5.1,2.2,2.56,40.00945,-122.095715
176900,42576,51346,7175,2656,280,73.1,5.1,2.67,3.71,39.916941,-122.148307
207600,38594,43427,7523,2783,466,54.1,5,2.96,3.1,39.922308,-122.194101
274000,38309,55834,2867,1963,610,77.8,4.5,2.29,2.21,40.71278,-122.854311
254300,43889,58376,4558,2641,719,66.2,4.8,2.68,1.85,40.761032,-122.90874
294300,36193,50004,2281,1483,528,73.5,4.6,2.4,2.36,40.822122,-123.345842
246400,31972,40845,3105,1692,519,74.9,4.4,2.28,2.32,40.546472,-123.196427
285700,30903,42460,975,871,543,73.8,4.1,2.05,2.85,40.315471,-123.440806
322500,57083,72601,5142,2894,844,73.3,5.2,2.39,2.44,36.437156,-118.979782
136000,34933,41468,9406,2191,161,45.4,5,4.99,4.81,36.542554,-119.290155
293100,34688,63448,2663,732,49,36,5.5,3.46,4.5,36.565448,-119.274639
297200,52165,82147,6717,1993,213,58.2,5.6,3.25,3.47,36.525934,-119.428138
206900,35833,46357,3427,852,56,38.1,4.6,3.97,4.77,36.468628,-119.449307
170700,49068,55548,5193,1348,82,73.8,5.6,4.51,3.55,36.552626,-119.40086
197700,43393,51579,7002,2136,129,66.1,5.1,3.3,3.41,36.552986,-119.385806
144600,32740,47954,6712,1783,114,36.1,4.7,3.66,4.34,36.539002,-119.385422
195400,63125,61834,3405,787,6,68.6,5.1,4,4.75,36.533471,-119.384384
158100,33304,39753,6200,1534,43,39.8,4.8,3.59,4.65,36.517876,-119.281138
234500,47460,55360,2635,759,88,62.1,5.5,3.3,3.62,36.404477,-119.096761
150300,31626,42059,5391,1562,32,53.2,5,3.8,3.75,36.41981,-119.098599
148500,45819,61175,7416,2257,114,64.4,5.2,3.54,3.39,36.396723,-119.223783
178000,35254,54688,8171,1852,51,55.7,5.5,3.95,3.93,36.379307,-119.36862
250900,79829,92740,19732,5809,241,77.7,5.8,3.39,3.44,36.350099,-119.329547
136700,38781,48425,8235,2068,98,61.8,5,4.66,4.26,36.348482,-119.296762
252600,80439,98688,2733,1052,51,81.9,5.9,2.62,1.72,36.333139,-119.357711
251100,58891,79814,5765,2365,218,58.7,5.2,2.23,2.54,36.33406,-119.33585
130400,24433,32005,6983,2139,307,36.4,4.2,3.15,3.55,36.338161,-119.299883
250000,28750,38176,1337,611,34,14.9,4,3.2,1.97,36.331718,-119.302688
204200,56765,70261,8013,2617,257,75.2,5.7,2.87,4.07,36.349438,-119.268719
200400,44399,58008,8037,2524,227,51.5,5,3.51,2.86,36.335276,-119.259242
201300,43017,63992,5581,1877,113,67.4,5.5,3.11,2.9,36.321737,-119.150578
195400,46042,52186,5258,1865,177,70,5.2,2.84,2.55,36.301101,-119.148302
196000,42266,56053,5918,1947,144,61.4,5.4,3.38,3.54,36.290318,-119.145496
130800,34073,39949,5587,1342,85,50.8,5,4.78,3.98,36.300498,-119.205142
160300,31910,42157,5745,1622,79,55.3,5,3.59,3.7,36.296979,-119.215129
164400,29844,44805,6117,2433,129,32.9,4.3,2.95,2.87,36.320622,-119.288081
236700,61113,82108,7149,2612,193,82,5.7,2.82,2.6,36.318726,-119.260252
276000,56361,69446,6500,2272,126,59,5.2,3.05,2.56,36.305129,-119.271143
195200,54471,72797,4689,1936,176,61.3,5.1,2.63,3.14,36.318808,-119.305097
200200,63182,70348,3390,1302,36,76.5,5.7,2.58,2.95,36.309196,-119.302519
306000,74769,98206,4016,1499,52,83.7,6.5,2.89,3.06,36.303304,-119.298542
202100,50254,61559,4830,1751,59,58.7,5.5,2.51,3.27,36.319699,-119.324229
206900,61011,68089,5663,2215,293,51.7,5.2,2.51,2.56,36.305496,-119.323193
198800,48143,60797,4910,1935,153,56.8,5.1,2.86,3.01,36.304929,-119.33945
293800,95217,107967,4378,1588,70,75.4,6.2,2.92,3.11,36.310276,-119.356369
193000,52661,67403,8185,2846,149,67.4,5.3,2.82,3.03,36.291913,-119.320077
172100,31458,41172,2769,1134,121,28.8,4,2.14,2.64,36.323155,-119.337982
167100,56429,66475,4376,1761,279,62.1,5.3,2.6,2.9,36.31641,-119.343133
275000,43804,62886,2499,694,64,63.2,5.9,3.18,3.67,36.234389,-119.420375
146800,29556,38596,5542,1555,135,39.2,4.7,4.05,3.62,36.207451,-119.36089
134800,59853,61555,4363,1082,0,71.2,5.7,4.3,4.07,36.220008,-119.373843
174200,36191,47430,6126,1840,125,46.8,5.1,4.13,3.23,36.218529,-119.359695
212200,64594,74334,4570,1677,30,63.9,5.5,2.93,2.69,36.219039,-119.323033
236400,50750,69648,6447,2550,154,67.3,5.7,2.49,2.52,36.225676,-119.343794
160200,36761,47027,1740,791,18,50.3,4.6,2,2.67,36.211563,-119.337903
250600,63420,78766,11470,3252,145,72,6.1,3.08,3.66,36.210825,-119.304051
248900,50530,69369,3778,1166,92,75.8,5.8,3.68,4.62,36.213618,-119.092783
161600,27382,39518,4218,1227,134,51.6,4.9,4.07,3.6,36.209216,-119.098566
156500,35294,48779,5561,1549,87,64.4,5.6,3.99,3.64,36.211325,-119.081686
306100,45451,61374,5615,4136,1980,72.9,4.8,2.63,2.31,36.081337,-118.800136
54600,22614,35703,3395,1005,83,30.2,4.6,3.76,3.75,36.20032,-119.089403
139800,26574,31666,3729,1238,145,38.8,4.7,3.61,2.99,36.202572,-119.335078
182400,48375,56502,5097,1727,95,69.4,5.4,3.19,3.54,36.203094,-119.320915
179800,53478,57251,5002,1574,22,54.5,5.4,2.92,3.39,36.190484,-119.322044
134400,34896,41368,4652,1229,160,52.1,5.1,4.24,4.31,36.200054,-119.357091
160100,39205,45302,3519,1008,40,49.3,5,4.45,3.92,36.195313,-119.361401
136700,37908,49988,3591,1042,96,38.9,5.2,3.11,3.33,36.158889,-119.393965
124300,34858,47587,6446,1650,96,40,5.2,3.66,4.44,36.070801,-119.26214
191200,36371,50474,7837,2281,86,53.3,5.4,3.59,4.68,36.13919,-119.076259
169300,35795,50829,7016,2072,139,67.5,5.2,3.19,3.82,36.046464,-119.072836
253000,76454,101601,2861,988,83,64.6,5.9,3.47,3.85,36.079683,-119.074785
196400,65077,71195,10796,3388,165,78.7,5.6,3.29,4.37,36.090044,-119.053836
156500,52901,57571,7090,2408,143,65.7,5.4,3.03,3.72,36.072838,-119.061767
171100,41236,52335,7114,2375,184,60.1,5.1,3.19,3.13,36.06561,-119.049864
158900,34737,45329,5931,2118,338,46.8,5,3.15,3.44,36.083331,-119.026933
188400,37959,44169,3077,1166,66,35.1,4.7,2.59,2.75,36.071483,-119.031506
137800,22328,37915,4123,1572,264,31.7,4.4,2.51,3.06,36.071061,-119.016981
129100,37553,47837,7184,2038,70,66.9,5.4,3.65,3.76,36.062158,-118.998212
180700,31157,46181,5847,1819,266,57.4,5.2,3.09,3.96,36.0666,-118.967986
123700,23047,33999,9670,2801,300,43.6,4.2,3.5,3.13,36.05899,-119.022976
164900,36588,43891,2028,634,15,57.8,5,3.27,3.43,36.04618,-119.025588
167200,26577,41285,6529,1683,180,39.6,4.9,3.83,4.08,35.963777,-119.279557
146400,27662,35388,7682,1844,108,45.7,5,3.91,4.5,35.845083,-119.248199
122600,25945,32856,7470,1624,61,42.4,4.6,4.05,3.68,35.883464,-119.26877
213800,34023,53325,6628,1885,148,64.4,4.9,3.44,3.75,35.948607,-119.030869
298700,54771,63962,3883,1766,65,58,5.3,2.14,2.46,37.991039,-120.395588
306500,33769,58575,3678,2029,232,40.8,4.3,2.51,1.96,37.987252,-120.376005
270200,45260,59732,4439,2456,534,66.7,4.8,2.02,2.78,38.039196,-120.376108
307900,55036,71111,8132,3728,695,89.1,5.6,2.5,3.23,38.012945,-120.291707
345000,48677,68819,6433,7224,4465,75.1,4.9,2.07,2.47,38.053689,-120.204988
303600,49339,61338,5765,2619,294,80.9,5.3,2.52,2.83,37.977654,-120.244972
315100,45278,61255,5358,2567,145,67.5,5.3,2.22,2.24,37.968476,-120.314927
320800,49271,61267,3954,3680,1928,69.6,5.2,2.1,1.8,37.843705,-120.186865
258000,42410,56550,8355,4082,382,67.6,5.2,2.27,2.55,37.953384,-120.408651
276800,59196,77566,1778,1006,260,89.5,5.6,2.54,1.95,37.757486,-120.406871
491700,31888,55336,819,557,196,81.2,4.8,1.63,2.37,34.641763,-119.207179
232900,47939,54057,2822,695,60,38.7,4.4,4.38,3.74,34.409763,-118.798184
333900,54844,64761,6786,2327,156,68.1,5.3,2.86,3.34,34.402708,-118.909879
442100,81071,88069,5103,1430,0,68.1,6,3.28,4.71,34.394234,-118.928013
363800,64128,78805,4777,1262,113,65.5,5,4.48,3.71,34.406633,-118.927301
393500,54784,79455,6758,1851,110,55.5,4.9,3.46,4.02,34.369177,-119.058969
151300,61382,58619,1867,661,52,57.6,5.2,3.24,3.72,34.34008,-119.067912
316100,37700,42433,6141,1865,165,21.9,4,4.37,2.97,34.352229,-119.063236
317000,55819,58744,6441,1776,50,54.8,4.9,2.99,3.52,34.345231,-119.076906
357700,76250,82741,3065,928,89,85.2,5.3,3.95,4.95,34.348092,-119.085221
425400,61507,76650,7788,2583,212,69.2,5.3,3.38,3.45,34.354255,-119.082989
769500,59750,84179,2026,942,160,60,5.6,2.76,2.14,34.434969,-119.228516
662500,57689,89740,5865,2329,212,59,5.4,2.53,2.13,34.453443,-119.217642
536700,66581,101599,2488,1054,109,71.3,4.7,2.57,2.19,34.39621,-119.31148
492600,69684,78680,6834,2866,145,72.1,5.3,2.46,2.82,34.444254,-119.281765
441800,65473,74531,4491,1817,57,70.6,5.1,2.67,3.02,34.406718,-119.299785
612400,98438,115744,3539,1427,101,71.8,5.6,2.67,2.77,34.412215,-119.288456
438700,59028,82313,4235,1747,82,57.8,5.2,2.38,2.5,34.294937,-119.161378
552800,85417,107724,7191,2464,72,88,6.6,2.65,3.83,34.281142,-119.187866
323000,54773,71980,2473,843,65,73.4,5.3,3.17,2.86,34.342844,-119.245147
829300,75568,133962,941,631,270,81.4,5.2,1.98,3.4,34.358845,-119.424401
436900,76103,88446,7724,2764,128,58.8,5.5,3,3.12,34.27765,-119.160696
227400,35272,44005,1778,776,122,73.9,4.9,2.17,2.89,34.286985,-119.147882
507400,77434,88525,3950,1367,56,71.2,6.2,2.86,3.13,34.273461,-119.178814
470100,78630,87608,5677,2195,13,62.5,5.5,2.76,2.53,34.267791,-119.170655
338700,63438,76207,8668,3553,93,47.1,4.2,2.61,2.14,34.264381,-119.220363
340400,63977,69298,5898,1955,107,40.4,4.5,2.46,2.44,34.267496,-119.205672
407100,82607,91617,5027,1786,84,76.5,5.6,2.67,3.58,34.261388,-119.193133
469200,88341,87350,4330,1529,93,60.2,5.8,3.15,3.8,34.255674,-119.203491
459100,58674,63296,1099,546,87,19.4,4,2.37,1.85,34.276114,-119.21147
433100,71509,81870,2388,953,70,78,5.9,2.44,2.95,34.273393,-119.222429
777300,113125,123256,3531,1365,30,90.6,6.7,2.55,3.55,34.289954,-119.210184
604400,94632,105809,4302,1679,47,84.8,6.5,2.84,2.46,34.281948,-119.227209
629000,74662,85540,3822,1664,78,57.4,5.4,2.44,1.97,34.277753,-119.251952
871800,105250,127495,2577,1199,111,73.2,5.8,2.3,1.87,34.282727,-119.271421
635000,55250,62967,1832,1075,112,22.8,3.5,1.58,1.51,34.283335,-119.287881
343300,47756,62504,6288,2206,131,46.7,4.7,3.22,3.07,34.295979,-119.292753
404900,42891,50695,7430,2289,87,31.1,4.2,2.67,3.85,34.293859,-119.299809
671500,27227,49328,2571,1452,30,9.8,3.4,2.14,1.71,34.278902,-119.289913
711300,54292,87072,4795,2697,267,51.6,5,1.88,2.13,34.259629,-119.268191
554600,52230,63849,3211,1407,153,32.9,4.7,2.48,2.3,34.274503,-119.272513
471900,56475,69692,3881,1824,178,44.8,4.5,2.54,2.13,34.270781,-119.239471
455000,54664,68968,6270,2643,99,48.1,4.6,2.47,2.11,34.266171,-119.255945
636900,109479,126223,5455,1832,12,80.8,7,3.1,3.58,34.224001,-119.205481
476800,92011,98741,5478,1771,0,73.8,6.8,3.32,3.41,34.213868,-119.200606
371500,62555,66736,2885,1054,85,54.5,4.6,2.39,3.2,34.223327,-119.183232
390200,50821,60754,5397,1669,66,44.6,4.8,3.75,2.79,34.22278,-119.190506
48600,30066,27591,321,110,31,77.2,4.1,2.34,3.39,34.238633,-119.18557
515400,72119,82635,4657,1707,13,47.5,5.4,3.41,2.79,34.230898,-119.18476
452300,74783,81603,14589,3769,60,71.3,6.4,4.4,4.69,34.215885,-119.168441
268200,25613,41683,4577,827,24,28.4,4.3,4.39,4.13,34.203731,-119.172538
394000,60036,68283,8187,2463,234,56,5.8,3.06,4.21,34.21364,-119.186317
393500,85767,90366,8606,2969,176,59.7,5.8,3.21,3.45,34.188837,-119.214939
431000,76875,87089,3838,1101,0,62.7,5.7,4.13,4.17,34.193483,-119.200439
743500,91466,134454,5966,4070,1138,64.1,5.8,1.93,2.06,34.186913,-119.23509
783700,67618,111687,4355,2816,887,38.8,4.8,2.48,2.11,34.161613,-119.223148
360200,62688,77553,6679,1375,110,78.2,5.6,4.88,4.4,34.182203,-119.191191
346600,46667,51768,5778,1227,125,42.8,4.6,4.08,4.22,34.18608,-119.183208
283900,49375,52232,2888,622,0,42.3,5,5.63,4.28,34.178327,-119.18273
323000,46157,58191,7533,1724,132,49.3,4.8,4.59,4.52,34.179678,-119.172205
277600,50706,58501,6586,1536,84,71.1,5.8,4.34,4.77,34.16793,-119.171996
320300,48790,60150,6814,1442,49,54.6,5.7,5.27,4.32,34.168227,-119.182195
370300,70741,69875,5324,1364,58,79,6.1,3.92,5.04,34.162651,-119.190939
311900,49958,60749,6760,2936,223,51.3,4.8,2,2.71,34.178812,-119.210176
174000,48036,56587,2388,784,150,3.6,4.8,3.87,3.28,34.163221,-119.200642
400200,51052,63115,7251,3215,416,36.3,4.3,2.55,2.36,34.149451,-119.193649
321100,55875,65068,4387,1084,31,44.1,4.7,4.76,4.33,34.151972,-119.173968
300000,61005,73098,5389,1275,0,48.9,5.1,4.7,4.02,34.158095,-119.172234
308400,52407,63742,2150,506,0,56.7,5.3,4.04,4.14,34.157724,-119.181969
347200,35823,45740,7858,1545,37,14.1,4,4.63,4.56,34.150998,-119.182781
91800,52083,53807,1469,459,26,75.8,5.2,3.55,2.71,34.164116,-119.134186
234000,61350,66365,5089,1439,44,58.9,5.1,2.99,4.71,34.16103,-119.158485
305000,62667,69450,3432,826,0,58.2,5.9,3.74,4.26,34.168132,-119.163919
274000,49318,61157,5020,1343,101,62.3,5.2,3.75,5.06,34.157244,-119.152522
335800,55556,69499,4476,1005,61,70.9,5.6,3.89,4.21,34.178861,-119.155425
295700,57552,66910,4120,777,0,67.7,6.1,4.08,6.55,34.173696,-119.150545
444800,73274,80291,6249,1926,90,52.3,5.3,4.24,3.05,34.211923,-119.150204
328800,43264,48071,5091,1139,52,46.1,4.9,4.78,4.13,34.203461,-119.155969
328800,43054,49977,3003,696,9,29.5,4.2,3.03,4.4,34.2254,-119.135013
305200,52743,53741,8366,1868,147,65.4,5.2,3.73,4.6,34.235306,-119.160943
367400,75152,79108,5419,1373,47,42.8,4.8,2.88,2.7,34.241913,-119.173645
516000,78125,105276,2694,1083,62,76,5.4,2.75,2.51,34.249359,-119.023524
584100,86757,101650,5226,1948,152,81.9,6.9,2.82,2.7,34.240409,-119.042597
774600,114653,139288,3367,1226,7,98,7.7,2.73,4.83,34.238702,-119.062802
835000,125841,153868,5767,2243,30,78.8,6.7,2.66,2.86,34.23478,-119.081276
561700,100536,113146,9416,3172,30,80.2,5.9,2.97,3.62,34.229434,-119.007711
365000,52434,67430,5325,3030,241,74.5,4.9,1.75,1.82,34.221744,-118.989997
588100,111750,120909,4867,1680,24,80,6.5,2.87,3.23,34.232968,-118.989363
506200,89707,93886,4073,1299,32,78.9,6.6,3.15,2.94,34.233385,-119.031383
421300,53281,67535,2694,980,60,33.2,4.3,2.96,2.54,34.223144,-119.033628
